team,player_id,player,position,game_type,games,goals_per_game,assists_per_game,points_per_game,shots_per_game,hits_per_game,blocks_per_game,toi_minutes_per_game,last5_goals_per_game,last5_points_per_game,last5_shots_per_game,last10_goals_per_game,last10_points_per_game,last10_shots_per_game
CAR,8473533,Jordan Staal,C,2,75,0.26666666666666666,0.21333333333333335,0.48,1.4266666666666667,0.0,0.0,16.18755555555555,0.2,0.8,1.8,0.4,0.7,1.7
CAR,8473533,Jordan Staal,C,3,15,0.26666666666666666,0.2,0.4666666666666667,1.5333333333333334,0.0,0.0,17.848888888888887,0.6,0.6,1.8,0.4,0.6,1.3
CAR,8475235,Nicolas Deslauriers,L,2,31,0.0,0.06451612903225806,0.06451612903225806,0.5806451612903226,0.0,0.0,8.547311827956989,0.0,0.2,1.0,0.0,0.1,0.6
CAR,8475235,Nicolas Deslauriers,L,3,1,0.0,0.0,0.0,1.0,0.0,0.0,3.15,0.0,0.0,1.0,0.0,0.0,1.0
CAR,8475791,Taylor Hall,L,2,80,0.225,0.375,0.6,1.7125,0.0,0.0,14.529583333333335,0.6,1.2,2.0,0.3,1.0,1.9
CAR,8475791,Taylor Hall,L,3,15,0.3333333333333333,0.7333333333333333,1.0666666666666667,2.8666666666666667,0.0,0.0,16.267777777777777,0.4,0.8,3.6,0.3,0.8,2.9
CAR,8475883,Frederik Andersen,G,2,35,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,60.053333333333335,0.0,0.0,0.0,0.0,0.0,0.0
CAR,8475883,Frederik Andersen,G,3,15,0.0,0.0,0.0,0.0,0.0,0.0,64.95333333333333,0.0,0.0,0.0,0.0,0.0,0.0
CAR,8476422,Mike Reilly,D,2,42,0.023809523809523808,0.19047619047619047,0.21428571428571427,1.5,0.0,0.0,14.96547619047619,0.0,0.0,1.4,0.0,0.1,1.3
CAR,8476422,Mike Reilly,D,3,2,0.0,1.0,1.0,1.0,0.0,0.0,12.908333333333333,0.0,1.0,1.0,0.0,1.0,1.0
CAR,8476873,Mark Jankowski,L,2,68,0.16176470588235295,0.14705882352941177,0.3088235294117647,0.9264705882352942,0.0,0.0,11.151225490196078,0.6,0.6,1.2,0.3,0.4,0.9
CAR,8476873,Mark Jankowski,L,3,15,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.8,0.0,0.0,11.824444444444445,0.2,0.4,1.0,0.1,0.4,0.8
CAR,8476906,Shayne Gostisbehere,D,2,55,0.23636363636363636,0.6727272727272727,0.9090909090909091,2.109090909090909,0.0,0.0,19.23242424242424,0.0,0.6,1.4,0.2,0.7,1.8
CAR,8476906,Shayne Gostisbehere,D,3,15,0.2,0.4,0.6,1.4666666666666666,0.0,0.0,18.459999999999997,0.6,1.4,1.2,0.3,0.9,1.7
CAR,8476921,Jordan Martinook,L,2,77,0.15584415584415584,0.22077922077922077,0.37662337662337664,1.4155844155844155,0.0,0.0,14.83593073593074,0.0,0.6,0.8,0.2,0.6,1.2
CAR,8476921,Jordan Martinook,L,3,15,0.06666666666666667,0.13333333333333333,0.2,2.1333333333333333,0.0,0.0,16.134444444444444,0.0,0.0,2.0,0.0,0.2,2.1
CAR,8476958,Jaccob Slavin,D,2,39,0.02564102564102564,0.1794871794871795,0.20512820512820512,1.6153846153846154,0.0,0.0,21.310256410256404,0.2,0.6,1.6,0.1,0.4,1.8
CAR,8476958,Jaccob Slavin,D,3,15,0.0,0.2,0.2,1.3333333333333333,0.0,0.0,23.19333333333334,0.0,0.2,1.0,0.0,0.3,1.4
CAR,8477478,William Carrier,L,2,70,0.1,0.15714285714285714,0.2571428571428571,1.1428571428571428,0.0,0.0,10.753809523809524,0.2,0.8,1.2,0.1,0.4,0.9
CAR,8477478,William Carrier,L,3,15,0.0,0.26666666666666666,0.26666666666666666,0.8666666666666667,0.0,0.0,10.324444444444445,0.0,0.4,1.2,0.0,0.4,1.0
CAR,8477940,Nikolaj Ehlers,L,2,82,0.3170731707317073,0.5487804878048781,0.8658536585365854,2.524390243902439,0.0,0.0,16.59573170731707,0.4,1.2,3.0,0.3,1.0,2.7
CAR,8477940,Nikolaj Ehlers,L,3,14,0.42857142857142855,0.35714285714285715,0.7857142857142857,2.2142857142857144,0.0,0.0,18.765476190476193,0.4,1.0,2.2,0.6,1.0,2.1
CAR,8478427,Sebastian Aho,C,2,79,0.34177215189873417,0.6708860759493671,1.0126582278481013,2.4683544303797467,0.0,0.0,19.612447257383966,0.4,1.0,3.4,0.3,0.9,2.9
CAR,8478427,Sebastian Aho,C,3,15,0.26666666666666666,0.26666666666666666,0.5333333333333333,2.066666666666667,0.0,0.0,20.874444444444446,0.2,0.6,2.4,0.1,0.5,2.0
CAR,8478970,Jalen Chatfield,D,2,72,0.027777777777777776,0.20833333333333334,0.2361111111111111,1.3888888888888888,0.0,0.0,20.13912037037037,0.0,0.0,1.4,0.1,0.2,1.4
CAR,8478970,Jalen Chatfield,D,3,15,0.06666666666666667,0.4,0.4666666666666667,1.6666666666666667,0.0,0.0,22.16666666666667,0.0,0.6,1.2,0.1,0.6,1.6
CAR,8480336,Sean Walker,D,2,81,0.1111111111111111,0.2716049382716049,0.38271604938271603,2.2098765432098766,0.0,0.0,21.812139917695475,0.4,1.2,2.2,0.2,0.8,2.4
CAR,8480336,Sean Walker,D,3,15,0.0,0.13333333333333333,0.13333333333333333,1.5333333333333334,0.0,0.0,21.978888888888886,0.0,0.0,1.4,0.0,0.1,1.7
CAR,8480762,Eric Robinson,L,2,67,0.1791044776119403,0.08955223880597014,0.26865671641791045,1.2537313432835822,0.0,0.0,11.427860696517412,0.0,0.0,1.4,0.0,0.0,0.9
CAR,8480762,Eric Robinson,L,3,15,0.2,0.26666666666666666,0.4666666666666667,1.5333333333333334,0.0,0.0,10.512222222222224,0.2,0.6,1.4,0.3,0.5,1.9
CAR,8480817,K'Andre Miller,D,2,72,0.1111111111111111,0.4027777777777778,0.5138888888888888,1.7083333333333333,0.0,0.0,22.392824074074074,0.4,0.8,2.2,0.2,0.5,2.1
CAR,8480817,K'Andre Miller,D,3,15,0.0,0.6,0.6,1.1333333333333333,0.0,0.0,23.779999999999998,0.0,0.6,1.8,0.0,0.6,1.4
CAR,8480829,Jesperi Kotkaniemi,C,2,42,0.047619047619047616,0.16666666666666666,0.21428571428571427,1.0,0.0,0.0,11.35079365079365,0.0,0.0,0.8,0.0,0.1,0.6
CAR,8480830,Andrei Svechnikov,R,2,79,0.3924050632911392,0.4936708860759494,0.8860759493670886,2.569620253164557,0.0,0.0,16.985021097046417,0.8,1.2,3.4,0.6,1.1,2.9
CAR,8480830,Andrei Svechnikov,R,3,15,0.2,0.3333333333333333,0.5333333333333333,2.933333333333333,0.0,0.0,17.675555555555555,0.4,0.8,2.6,0.3,0.7,2.5
CAR,8481611,Pyotr Kochetkov,G,2,9,0.0,0.0,0.0,0.0,0.0,0.0,54.46111111111111,0.0,0.0,0.0,0.0,0.0,0.0
CAR,8482093,Seth Jarvis,R,2,71,0.4507042253521127,0.4788732394366197,0.9295774647887324,3.1549295774647885,0.0,0.0,18.87957746478873,0.4,0.8,2.8,0.4,1.0,3.2
CAR,8482093,Seth Jarvis,R,3,15,0.26666666666666666,0.3333333333333333,0.6,2.533333333333333,0.0,0.0,19.99666666666667,0.4,0.8,2.2,0.4,0.6,3.1
CAR,8482100,Alexander Nikishin,D,2,81,0.13580246913580246,0.2716049382716049,0.4074074074074074,1.5061728395061729,0.0,0.0,18.184362139917695,0.0,0.6,0.6,0.1,0.4,0.8
CAR,8482100,Alexander Nikishin,D,3,13,0.0,0.07692307692307693,0.07692307692307693,0.7692307692307693,0.0,0.0,15.144871794871793,0.0,0.2,1.2,0.0,0.1,0.9
